Date,Line,Shift,Units_Produced,Defect_Rate,Downtime_Minutes,Temperature_C,Humidity_%
2024-03-25,B,Afternoon,468,1.92,40,24.9,64
2024-03-25,B,Night,471,2.01,63,24.4,60
2024-03-26,A,Morning,537,2.93,43,27.1,52
2024-03-26,A,Afternoon,496,3.09,45,26.3,63
2024-03-26,A,Night,537,5.62,41,28.2,67
2024-03-26,B,Morning,469,2.17,56,24.8,58
2024-03-26,B,Afternoon,443,2.55,64,30.7,56
2024-03-26,B,Night,477,1.88,40,24.5,65
2024-03-27,A,Morning,475,2.69,48,25.7,70
2024-03-27,A,Afternoon,532,3.72,36,29.8,57
2024-03-27,A,Night,543,5.82,25,26.9,56
2024-03-27,B,Morning,507,2.4,52,27.6,60
2024-03-27,B,Afternoon,458,2.32,42,22.5,57
2024-03-27,B,Night,458,2.24,51,25.1,50
2024-03-28,A,Morning,527,2.89,42,25.0,60
2024-03-28,A,Afternoon,526,2.71,25,27.4,53
2024-03-28,A,Night,478,6.37,26,28.9,60
2024-03-28,B,Morning,480,1.94,36,25.2,62
2024-03-28,B,Afternoon,470,1.69,47,30.0,57
2024-03-28,B,Night,433,1.53,41,29.6,57
2024-03-29,A,Morning,597,2.85,44,25.1,56
2024-03-29,A,Afternoon,525,3.2,44,22.1,58
2024-03-29,A,Night,517,5.31,42,31.0,56
2024-03-29,B,Morning,513,1.52,56,28.7,61
2024-03-29,B,Afternoon,487,1.53,61,28.1,58
2024-03-29,B,Night,448,2.28,48,26.1,59
2024-03-30,A,Morning,593,3.59,24,29.3,60
2024-03-30,A,Afternoon,540,3.57,24,26.3,57
2024-03-30,A,Night,489,4.91,38,27.3,51
2024-03-30,B,Morning,466,2.13,43,28.0,66
2024-03-30,B,Afternoon,490,1.79,73,24.5,56
2024-03-30,B,Night,497,2.38,67,26.8,69
2024-03-31,A,Morning,525,2.78,34,25.9,69
2024-03-31,A,Afternoon,528,4.47,31,28.3,63
2024-03-31,A,Night,504,5.69,21,29.2,60
2024-03-31,B,Morning,447,1.76,28,29.3,55
2024-03-31,B,Afternoon,484,1.85,64,27.3,61
2024-03-31,B,Night,496,2.01,37,30.1,63
2024-04-01,A,Morning,494,3.16,35,28.3,63
2024-04-01,A,Afternoon,515,2.33,45,23.3,56
2024-04-01,A,Night,534,7.39,19,29.2,62
2024-04-01,B,Morning,436,2.32,40,25.5,66
2024-04-01,B,Afternoon,472,2.21,52,30.1,61
2024-04-01,B,Night,483,1.73,50,29.3,63
2024-04-02,A,Morning,538,3.22,58,24.1,71
2024-04-02,A,Afternoon,562,4.1,47,29.0,63
2024-04-02,A,Night,513,4.34,35,26.0,52
2024-04-02,B,Morning,441,1.98,52,27.6,59
2024-04-02,B,Afternoon,471,1.55,52,29.1,59
2024-04-02,B,Night,460,1.97,40,26.2,53
2024-04-03,A,Morning,523,3.37,39,26.0,55
2024-04-03,A,Afternoon,517,3.63,25,23.0,66
2024-04-03,A,Night,504,5.05,22,25.6,64
2024-04-03,B,Morning,508,2.0,42,29.3,64
2024-04-03,B,Afternoon,469,2.23,48,28.4,53
2024-04-03,B,Night,467,1.58,43,26.0,57
2024-04-04,A,Morning,496,4.11,35,31.6,63
2024-04-04,A,Afternoon,562,4.17,41,30.3,58
2024-04-04,A,Night,473,5.08,38,29.5,49
2024-04-04,B,Morning,468,2.56,43,23.4,57
2024-04-04,B,Afternoon,476,2.24,44,27.8,57
2024-04-04,B,Night,470,1.52,48,28.0,60
2024-04-05,A,Morning,520,2.95,34,24.0,61
2024-04-05,A,Afternoon,508,2.24,55,26.7,60
2024-04-05,A,Night,514,5.57,52,27.2,53
2024-04-05,B,Morning,495,1.88,32,26.4,62
2024-04-05,B,Afternoon,471,1.98,56,25.1,51
2024-04-05,B,Night,465,2.02,46,24.0,65
2024-04-06,A,Morning,523,3.41,35,28.8,59
2024-04-06,A,Afternoon,548,2.66,36,27.6,65
2024-04-06,A,Night,513,5.88,43,30.8,71
2024-04-06,B,Morning,442,1.61,52,25.8,67
2024-04-06,B,Afternoon,505,1.79,59,25.9,57
2024-04-06,B,Night,485,1.69,61,25.8,62
2024-04-07,A,Morning,521,2.81,27,25.3,61
2024-04-07,A,Afternoon,469,2.73,19,23.5,55
2024-04-07,A,Night,444,5.52,29,28.0,65
2024-04-07,B,Morning,490,1.9,43,28.1,59
2024-04-07,B,Afternoon,488,2.21,63,24.2,62
2024-04-07,B,Night,450,2.29,35,26.1,59
2024-04-08,A,Morning,529,3.03,21,24.1,62
2024-04-08,A,Afternoon,553,3.0,45,28.0,60
2024-04-08,A,Night,519,4.66,37,26.9,65
2024-04-08,B,Morning,467,1.5,49,27.3,53
2024-04-08,B,Afternoon,449,1.79,40,29.3,55
2024-04-08,B,Night,487,2.01,47,28.0,62
2024-04-09,A,Morning,515,3.02,46,23.9,54
2024-04-09,A,Afternoon,569,3.59,36,28.0,53
2024-04-09,A,Night,498,4.43,49,24.8,55
2024-04-09,B,Morning,462,2.13,39,26.5,61
2024-04-09,B,Afternoon,454,2.47,71,24.7,62
2024-04-09,B,Night,504,1.64,51,25.6,52
2024-04-10,A,Morning,510,3.16,45,25.2,63
2024-04-10,A,Afternoon,545,3.4,46,30.2,57
2024-04-10,A,Night,505,4.02,43,21.2,66
2024-04-10,B,Morning,468,1.88,61,29.6,61
2024-04-10,B,Afternoon,467,2.13,57,25.9,60
2024-04-10,B,Night,470,2.03,51,28.5,71
2024-04-11,A,Morning,537,3.18,37,25.6,60
2024-04-11,A,Afternoon,523,2.13,44,23.6,60
2024-04-11,A,Night,536,4.35,54,25.5,60
2024-04-11,B,Morning,404,1.62,30,25.4,49
2024-04-11,B,Afternoon,459,1.63,58,25.5,49
2024-04-11,B,Night,425,1.5,50,29.5,70
2024-04-12,A,Morning,518,3.09,42,25.5,56
2024-04-12,A,Afternoon,502,2.71,41,27.3,65
2024-04-12,A,Night,544,5.7,45,28.4,57
2024-04-12,B,Morning,477,2.12,24,24.6,58
2024-04-12,B,Afternoon,490,2.33,83,30.2,52
2024-04-12,B,Night,473,1.68,43,29.4,58
2024-04-13,A,Morning,529,2.37,36,27.6,66
2024-04-13,A,Afternoon,578,3.0,43,27.5,55
2024-04-13,A,Night,491,7.57,37,28.8,63
2024-04-13,B,Morning,467,2.28,38,29.9,62
2024-04-13,B,Afternoon,501,1.89,56,27.9,59
2024-04-13,B,Night,486,2.28,46,26.3,60
2024-04-14,A,Morning,539,2.91,33,25.6,62
2024-04-14,A,Afternoon,524,3.98,47,30.0,60
2024-04-14,A,Night,491,6.41,27,28.9,58
2024-04-14,B,Morning,451,1.76,49,23.0,63
2024-04-14,B,Afternoon,437,2.07,59,27.2,64
2024-04-14,B,Night,452,1.9,25,27.7,60
2024-04-15,A,Morning,518,2.71,49,26.4,70
2024-04-15,A,Afternoon,489,2.2,39,21.6,59
2024-04-15,A,Night,552,6.24,47,33.3,60
2024-04-15,B,Morning,470,2.22,52,27.2,54
2024-04-15,B,Afternoon,468,1.87,77,24.3,58
2024-04-15,B,Night,453,1.7,54,31.3,61
2024-04-16,A,Morning,566,3.21,51,26.9,56
2024-04-16,A,Afternoon,495,2.47,51,26.2,59
2024-04-16,A,Night,503,4.56,43,25.7,69
2024-04-16,B,Morning,503,1.85,44,24.5,60
2024-04-16,B,Afternoon,459,1.9,71,24.6,67
2024-04-16,B,Night,459,2.14,55,26.9,63
2024-04-17,A,Morning,544,3.25,46,26.7,61
2024-04-17,A,Afternoon,528,3.75,32,28.4,59
2024-04-17,A,Night,539,4.97,44,28.0,65
2024-04-17,B,Morning,448,2.74,50,25.7,66
2024-04-17,B,Afternoon,471,2.17,59,27.8,59
2024-04-17,B,Night,470,2.51,51,27.3,62
2024-04-18,A,Morning,541,2.63,39,26.2,66
2024-04-18,A,Afternoon,521,2.86,52,27.6,67
2024-04-18,A,Night,510,6.15,56,28.2,58
2024-04-18,B,Morning,448,1.61,31,26.9,64
2024-04-18,B,Afternoon,495,2.46,76,28.5,59
2024-04-18,B,Night,476,1.97,48,31.7,52
2024-04-19,A,Morning,501,2.93,35,25.1,53
2024-04-19,A,Afternoon,534,4.68,15,28.6,59
2024-04-19,A,Night,506,5.95,59,28.6,58
2024-04-19,B,Morning,459,2.44,24,29.1,58
2024-04-19,B,Afternoon,458,1.76,60,26.2,63
2024-04-19,B,Night,484,2.26,52,25.0,62
2024-04-20,A,Morning,509,4.05,29,28.6,59
2024-04-20,A,Afternoon,482,3.05,49,27.4,60
2024-04-20,A,Night,489,4.56,33,24.8,53
2024-04-20,B,Morning,460,1.87,40,31.3,64
2024-04-20,B,Afternoon,464,1.61,60,25.8,59
2024-04-20,B,Night,450,1.73,62,28.6,58
2024-04-21,A,Morning,513,4.13,36,29.4,55
2024-04-21,A,Afternoon,572,2.91,48,26.3,54
2024-04-21,A,Night,558,5.07,48,26.5,69
2024-04-21,B,Morning,465,2.0,51,25.3,51
2024-04-21,B,Afternoon,488,2.45,64,26.7,64
2024-04-21,B,Night,475,2.01,44,29.8,49
2024-04-22,A,Morning,554,2.52,30,28.7,65
2024-04-22,A,Afternoon,535,2.88,41,27.5,55
2024-04-22,A,Night,542,6.61,38,28.2,64
2024-04-22,B,Morning,474,1.56,46,25.5,57
2024-04-22,B,Afternoon,454,2.14,55,26.5,51
2024-04-22,B,Night,488,1.78,50,23.9,52
2024-04-23,A,Morning,533,4.18,35,28.7,63
2024-04-23,A,Afternoon,481,2.44,33,22.0,61
2024-04-23,A,Night,454,5.8,36,27.2,62
2024-04-23,B,Morning,466,1.9,35,26.5,60
2024-04-23,B,Afternoon,494,2.24,64,25.7,55
2024-04-23,B,Night,450,1.81,55,26.8,59
2024-04-24,A,Morning,555,2.17,41,26.3,59
2024-04-24,A,Afternoon,531,4.06,41,29.2,66
2024-04-24,A,Night,507,5.12,37,27.2,57
2024-04-24,B,Morning,436,2.3,41,25.5,64
2024-04-24,B,Afternoon,473,1.42,46,27.1,56
2024-04-24,B,Night,504,2.16,49,25.5,53
2024-04-25,A,Morning,491,3.23,40,25.7,62
2024-04-25,A,Afternoon,510,3.5,48,28.9,63
2024-04-25,A,Night,515,4.63,39,25.3,59
2024-04-25,B,Morning,477,1.95,34,20.7,64
2024-04-25,B,Afternoon,433,1.94,73,28.0,58
2024-04-25,B,Night,487,2.49,43,25.1,52
2024-04-26,A,Morning,476,3.0,49,26.4,60
2024-04-26,A,Afternoon,562,4.61,36,28.2,52
2024-04-26,A,Night,503,5.9,30,28.6,57
2024-04-26,B,Morning,494,2.05,57,26.5,62
2024-04-26,B,Afternoon,420,1.57,54,27.3,68
2024-04-26,B,Night,446,2.13,54,25.0,57
2024-04-27,A,Morning,562,3.14,33,24.1,64
2024-04-27,A,Afternoon,528,2.95,37,23.9,69
2024-04-27,A,Night,524,6.59,22,28.2,58
2024-04-27,B,Morning,471,2.19,39,27.7,63
2024-04-27,B,Afternoon,462,1.95,74,26.6,56
2024-04-27,B,Night,465,2.26,70,26.7,69
2024-04-28,A,Morning,480,3.06,35,27.9,53
2024-04-28,A,Afternoon,522,2.66,41,25.3,56
2024-04-28,A,Night,497,4.42,27,24.9,57
2024-04-28,B,Morning,499,1.8,31,31.3,57
2024-04-28,B,Afternoon,475,1.76,56,28.9,58
2024-04-28,B,Night,483,2.06,24,23.6,49
2024-04-29,A,Morning,519,3.73,17,24.7,55
2024-04-29,A,Afternoon,482,3.61,42,29.2,58
2024-04-29,A,Night,504,4.91,38,27.8,56
2024-04-29,B,Morning,496,2.22,35,25.9,60
2024-04-29,B,Afternoon,475,2.28,58,27.4,58
2024-04-29,B,Night,448,2.29,44,28.2,53
2024-04-30,A,Morning,533,3.48,52,27.0,55
2024-04-30,A,Afternoon,511,4.67,31,28.5,60
2024-04-30,A,Night,521,3.79,53,25.8,53
2024-04-30,B,Morning,448,1.78,63,30.1,58
2024-04-30,B,Afternoon,443,1.71,48,29.3,58
2024-04-30,B,Night,456,2.22,67,25.7,54
2024-05-01,A,Morning,529,4.1,53,25.7,58
2024-05-01,A,Afternoon,494,4.22,36,29.5,64
2024-05-01,A,Night,508,5.22,44,29.2,52
2024-05-01,B,Morning,505,1.79,41,27.4,64
2024-05-01,B,Afternoon,481,2.09,77,25.8,57
2024-05-01,B,Night,472,1.75,45,31.0,55
2024-05-02,A,Morning,503,2.09,58,27.4,56
2024-05-02,A,Afternoon,494,3.73,45,30.0,54
2024-05-02,A,Night,531,5.06,39,27.3,65
2024-05-02,B,Morning,469,1.96,36,23.4,63
2024-05-02,B,Afternoon,447,2.0,65,29.8,67
2024-05-02,B,Night,465,2.27,51,25.5,60
2024-05-03,A,Morning,534,2.83,42,27.0,50
2024-05-03,A,Afternoon,511,4.09,23,26.4,51
2024-05-03,A,Night,498,5.77,42,25.7,53
2024-05-03,B,Morning,468,2.53,39,27.3,61
2024-05-03,B,Afternoon,484,2.3,76,29.7,63
2024-05-03,B,Night,481,2.07,62,23.8,52
2024-05-04,A,Morning,536,3.59,25,27.9,50
2024-05-04,A,Afternoon,486,2.36,36,26.9,46
2024-05-04,A,Night,525,5.58,44,29.4,65
2024-05-04,B,Morning,468,2.01,50,30.2,56
2024-05-04,B,Afternoon,452,2.0,46,28.0,58
2024-05-04,B,Night,502,2.2,65,26.9,49
2024-05-05,A,Morning,550,2.98,42,27.1,57
2024-05-05,A,Afternoon,511,2.46,50,27.1,57
2024-05-05,A,Night,548,5.83,51,25.7,60
2024-05-05,B,Morning,495,1.67,49,27.5,54
2024-05-05,B,Afternoon,506,1.67,44,27.0,60
2024-05-05,B,Night,483,1.59,21,25.3,58
2024-05-06,A,Morning,527,4.1,35,25.4,57
2024-05-06,A,Afternoon,492,3.33,32,26.7,57
2024-05-06,A,Night,507,5.98,54,29.3,60
2024-05-06,B,Morning,471,1.64,49,27.3,62
2024-05-06,B,Afternoon,465,2.14,57,27.5,60
2024-05-06,B,Night,488,2.3,45,28.6,51
2024-05-07,A,Morning,528,2.5,32,27.0,54
2024-05-07,A,Afternoon,478,3.45,22,28.2,51
2024-05-07,A,Night,490,4.53,29,28.4,52
2024-05-07,B,Morning,454,2.22,38,27.5,56
2024-05-07,B,Afternoon,487,1.82,73,29.4,64
2024-05-07,B,Night,443,1.9,55,30.6,58
2024-05-08,A,Morning,513,3.53,38,23.7,69
2024-05-08,A,Afternoon,512,2.88,41,24.7,55
2024-05-08,A,Night,531,5.63,47,28.5,63
2024-05-08,B,Morning,476,1.74,53,28.3,53
2024-05-08,B,Afternoon,458,1.61,65,24.8,53
2024-05-08,B,Night,501,2.45,31,31.4,60
2024-05-09,A,Morning,553,4.17,30,28.7,62
2024-05-09,A,Afternoon,542,2.91,46,26.0,49
2024-05-09,A,Night,512,5.96,37,25.2,53
2024-05-09,B,Morning,485,1.85,53,25.4,56
2024-05-09,B,Afternoon,487,1.99,67,24.9,66
2024-05-09,B,Night,481,2.2,51,23.9,59
2024-05-10,A,Morning,563,3.16,39,26.2,61
2024-05-10,A,Afternoon,530,3.05,44,25.5,57
2024-05-10,A,Night,531,4.13,29,26.3,56
2024-05-10,B,Morning,473,2.5,42,27.0,62
2024-05-10,B,Afternoon,465,2.24,72,26.1,64
2024-05-10,B,Night,472,1.9,43,28.2,60
2024-05-11,A,Morning,530,2.32,48,26.7,53
2024-05-11,A,Afternoon,552,2.54,44,25.3,58
2024-05-11,A,Night,530,7.04,32,29.6,53
2024-05-11,B,Morning,482,1.4,44,29.7,63
2024-05-11,B,Afternoon,440,1.56,57,25.8,62
2024-05-11,B,Night,484,2.53,21,29.4,67
2024-05-12,A,Morning,555,3.07,40,27.5,59
2024-05-12,A,Afternoon,536,2.46,41,27.4,65
2024-05-12,A,Night,484,5.63,35,25.5,53
2024-05-12,B,Morning,448,1.92,49,28.0,56
2024-05-12,B,Afternoon,429,1.77,56,28.3,58
2024-05-12,B,Night,491,1.95,56,27.3,55
2024-05-13,A,Morning,474,3.45,33,26.9,49
2024-05-13,A,Afternoon,550,3.1,33,31.6,58
2024-05-13,A,Night,498,3.95,39,27.7,58
2024-05-13,B,Morning,435,2.42,50,25.2,59
2024-05-13,B,Afternoon,440,2.05,63,28.7,53
2024-05-13,B,Night,493,2.01,30,26.6,63
2024-05-14,A,Morning,497,2.36,28,26.4,71
2024-05-14,A,Afternoon,516,4.2,58,29.6,57
2024-05-14,A,Night,501,4.67,40,28.4,63
2024-05-14,B,Morning,473,2.33,64,27.9,54
2024-05-14,B,Afternoon,478,1.78,68,25.3,60
2024-05-14,B,Night,493,2.48,47,23.9,51
2024-05-15,A,Morning,529,2.53,40,24.8,58
2024-05-15,A,Afternoon,530,2.5,43,26.3,59
2024-05-15,A,Night,504,5.03,39,25.6,64
2024-05-15,B,Morning,489,1.88,55,27.8,62
2024-05-15,B,Afternoon,463,2.19,48,28.9,61
2024-05-15,B,Night,470,1.7,55,24.3,60
2024-05-16,A,Morning,552,3.07,45,27.5,61
2024-05-16,A,Afternoon,502,3.47,49,29.4,53
2024-05-16,A,Night,495,6.05,24,29.7,54
2024-05-16,B,Morning,449,1.95,41,27.2,60
2024-05-16,B,Afternoon,495,2.09,65,26.1,54
2024-05-16,B,Night,440,1.94,49,28.4,62
2024-05-17,A,Morning,527,3.51,49,26.6,62
2024-05-17,A,Afternoon,510,3.92,60,25.2,56
2024-05-17,A,Night,512,4.61,42,22.7,59
2024-05-17,B,Morning,472,2.01,58,24.8,56
2024-05-17,B,Afternoon,468,1.65,68,28.7,57
2024-05-17,B,Night,482,1.92,32,27.1,62
2024-05-18,A,Morning,556,2.8,33,28.7,58
2024-05-18,A,Afternoon,510,2.98,49,26.8,52
2024-05-18,A,Night,540,5.35,63,25.7,64
2024-05-18,B,Morning,474,1.91,39,25.0,68
2024-05-18,B,Afternoon,437,2.49,67,27.0,51
2024-05-18,B,Night,474,2.13,36,28.3,60
2024-05-19,A,Morning,554,2.78,36,25.1,56
2024-05-19,A,Afternoon,545,2.48,42,26.9,59
2024-05-19,A,Night,523,5.04,34,27.9,53
2024-05-19,B,Morning,497,2.25,52,21.8,61
2024-05-19,B,Afternoon,451,2.35,43,25.4,60
2024-05-19,B,Night,490,2.34,34,29.1,51
2024-05-20,A,Morning,544,3.5,45,28.2,57
2024-05-20,A,Afternoon,475,2.46,47,25.2,64
2024-05-20,A,Night,500,5.32,40,29.0,61
2024-05-20,B,Morning,477,1.98,53,29.2,57
2024-05-20,B,Afternoon,434,2.07,66,29.0,64
2024-05-20,B,Night,442,2.33,62,28.2,58
2024-05-21,A,Morning,576,2.72,52,24.3,62
2024-05-21,A,Afternoon,517,3.39,43,27.5,60
2024-05-21,A,Night,510,4.87,34,26.4,60
2024-05-21,B,Morning,506,2.42,58,25.3,60
2024-05-21,B,Afternoon,443,2.06,71,25.2,61
2024-05-21,B,Night,475,1.78,32,29.7,56
2024-05-22,A,Morning,584,3.59,50,28.7,67
2024-05-22,A,Afternoon,592,3.21,51,26.3,65
2024-05-22,A,Night,508,4.41,46,27.3,66
2024-05-22,B,Morning,496,1.99,32,25.1,61
2024-05-22,B,Afternoon,477,2.57,73,27.5,58
2024-05-22,B,Night,466,2.41,34,25.2,59
2024-05-23,A,Morning,475,2.94,20,24.1,69
2024-05-23,A,Afternoon,457,2.67,36,24.0,57
2024-05-23,A,Night,482,4.99,44,26.5,63
2024-05-23,B,Morning,477,1.91,51,25.7,54
2024-05-23,B,Afternoon,477,1.88,74,25.4,68
2024-05-23,B,Night,448,1.96,53,27.0,60
2024-05-24,A,Morning,519,3.1,40,25.5,63
2024-05-24,A,Afternoon,510,2.91,36,23.5,63
2024-05-24,A,Night,507,5.03,31,24.7,56
2024-05-24,B,Morning,469,2.57,26,29.4,52
2024-05-24,B,Afternoon,474,2.07,42,26.2,53
2024-05-24,B,Night,447,1.67,47,30.9,58
2024-05-25,A,Morning,534,2.12,48,26.9,58
2024-05-25,A,Afternoon,513,4.43,38,28.3,50
2024-05-25,A,Night,544,4.17,45,27.5,54
2024-05-25,B,Morning,492,1.95,61,28.4,58
2024-05-25,B,Afternoon,499,1.83,70,25.7,65
2024-05-25,B,Night,450,1.82,41,28.7,58
2024-05-26,A,Morning,481,2.69,17,24.4,53
2024-05-26,A,Afternoon,537,3.86,39,29.2,55
2024-05-26,A,Night,516,4.87,35,26.4,55
2024-05-26,B,Morning,508,1.92,52,28.6,58
2024-05-26,B,Afternoon,499,2.23,61,23.5,60
2024-05-26,B,Night,503,2.35,56,26.3,61
2024-05-27,A,Morning,485,1.74,48,23.3,60
2024-05-27,A,Afternoon,514,2.52,37,26.3,63
2024-05-27,A,Night,511,4.79,20,28.2,53
2024-05-27,B,Morning,448,1.91,25,26.2,62
2024-05-27,B,Afternoon,443,1.69,65,26.1,58
2024-05-27,B,Night,472,2.33,53,26.3,59
2024-05-28,A,Morning,535,4.5,34,29.3,71
2024-05-28,A,Afternoon,522,2.66,37,25.8,52
2024-05-28,A,Night,598,4.38,44,26.6,65
2024-05-28,B,Morning,473,2.01,34,26.3,57
2024-05-28,B,Afternoon,462,1.77,77,25.0,62
2024-05-28,B,Night,480,1.73,44,25.2,62
2024-05-29,A,Morning,544,4.02,49,26.1,55
2024-05-29,A,Afternoon,518,4.52,48,29.9,72
2024-05-29,A,Night,481,5.11,45,26.2,52
2024-05-29,B,Morning,461,1.46,38,28.6,61
2024-05-29,B,Afternoon,476,1.9,61,28.4,56
2024-05-29,B,Night,468,2.02,46,24.7,59
2024-05-30,A,Morning,537,2.74,58,24.7,56
2024-05-30,A,Afternoon,542,4.02,51,29.3,63
2024-05-30,A,Night,507,6.22,27,29.7,63
2024-05-30,B,Morning,457,2.47,40,27.2,53
2024-05-30,B,Afternoon,453,1.79,68,31.3,62
2024-05-30,B,Night,469,1.89,28,24.7,57
2024-05-31,A,Morning,486,4.3,28,28.0,62
2024-05-31,A,Afternoon,538,3.82,48,29.7,58
2024-05-31,A,Night,500,4.51,41,28.8,59
2024-05-31,B,Morning,513,1.83,54,29.2,61
2024-05-31,B,Afternoon,435,1.19,64,29.1,63
2024-05-31,B,Night,501,2.39,38,30.9,53
2024-06-01,A,Morning,516,3.39,39,25.2,62
2024-06-01,A,Afternoon,528,3.95,37,28.6,61
2024-06-01,A,Night,495,6.21,51,25.8,66
2024-06-01,B,Morning,480,2.05,42,24.4,55
2024-06-01,B,Afternoon,474,2.11,67,30.6,57
2024-06-01,B,Night,458,2.24,52,31.3,63
2024-06-02,A,Morning,510,3.9,41,26.2,63
2024-06-02,A,Afternoon,519,3.61,34,26.6,57
2024-06-02,A,Night,545,4.64,28,26.1,54
2024-06-02,B,Morning,492,1.49,55,23.1,66
2024-06-02,B,Afternoon,461,2.18,67,24.7,64
2024-06-02,B,Night,452,2.27,35,29.1,61
2024-06-03,A,Morning,508,2.96,30,26.5,62
2024-06-03,A,Afternoon,536,3.34,50,26.6,64
2024-06-03,A,Night,502,4.72,36,24.2,58
2024-06-03,B,Morning,459,2.36,46,24.1,58
2024-06-03,B,Afternoon,448,2.42,69,26.1,55
2024-06-03,B,Night,469,1.85,47,24.0,53
2024-06-04,A,Morning,547,3.2,38,28.4,64
2024-06-04,A,Afternoon,490,2.82,47,26.9,58
2024-06-04,A,Night,445,4.2,31,24.2,63
2024-06-04,B,Morning,479,2.54,26,30.0,60
2024-06-04,B,Afternoon,478,2.06,72,27.3,54
2024-06-04,B,Night,511,2.62,56,24.2,56
2024-06-05,A,Morning,516,2.45,65,26.5,65
2024-06-05,A,Afternoon,496,2.9,37,25.5,64
2024-06-05,A,Night,463,4.34,26,26.1,53
2024-06-05,B,Morning,493,2.15,33,27.0,65
2024-06-05,B,Afternoon,459,1.71,56,28.3,63
2024-06-05,B,Night,464,2.41,27,29.9,64
2024-06-06,A,Morning,528,3.06,32,27.1,64
2024-06-06,A,Afternoon,533,2.94,59,25.9,60
2024-06-06,A,Night,500,4.72,44,24.2,52
2024-06-06,B,Morning,482,1.85,63,25.0,59
2024-06-06,B,Afternoon,438,2.44,71,27.6,54
2024-06-06,B,Night,500,1.93,62,26.0,61
2024-06-07,A,Morning,555,2.85,48,24.1,59
2024-06-07,A,Afternoon,502,2.66,45,27.7,60
2024-06-07,A,Night,472,5.46,43,31.5,57
2024-06-07,B,Morning,439,1.54,59,25.7,54
2024-06-07,B,Afternoon,482,2.13,88,27.2,54
2024-06-07,B,Night,482,1.58,30,28.9,52
2024-06-08,A,Morning,523,1.88,33,27.0,55
2024-06-08,A,Afternoon,551,3.04,41,24.3,58
2024-06-08,A,Night,474,5.42,41,29.3,62
2024-06-08,B,Morning,471,2.03,29,25.4,66
2024-06-08,B,Afternoon,453,2.3,63,28.0,54
2024-06-08,B,Night,459,1.91,15,26.3,62
2024-06-09,A,Morning,529,3.31,42,23.6,69
2024-06-09,A,Afternoon,521,3.16,56,24.6,61
2024-06-09,A,Night,528,4.55,43,26.9,61
2024-06-09,B,Morning,485,1.92,53,26.5,64
2024-06-09,B,Afternoon,448,2.33,54,26.8,60
2024-06-09,B,Night,454,1.86,46,31.5,61
2024-06-10,A,Morning,518,4.0,55,30.0,49
2024-06-10,A,Afternoon,542,2.79,46,27.1,62
2024-06-10,A,Night,494,5.67,29,29.2,64
2024-06-10,B,Morning,444,1.98,53,23.4,60
2024-06-10,B,Afternoon,486,2.06,51,27.1,64
2024-06-10,B,Night,479,1.89,36,24.8,61
2024-06-11,A,Morning,505,2.89,46,25.2,68
2024-06-11,A,Afternoon,496,3.2,21,24.2,68
2024-06-11,A,Night,498,4.36,35,26.1,61
2024-06-11,B,Morning,456,1.81,34,26.5,55
2024-06-11,B,Afternoon,468,1.66,63,28.1,57
2024-06-11,B,Night,491,1.47,53,30.1,70
2024-06-12,A,Morning,541,3.75,36,19.7,53
2024-06-12,A,Afternoon,530,2.58,29,24.9,54
2024-06-12,A,Night,458,6.45,30,29.1,68
2024-06-12,B,Morning,471,1.77,58,25.9,64
2024-06-12,B,Afternoon,465,2.14,64,27.7,63
2024-06-12,B,Night,474,1.95,59,28.5,61
2024-06-13,A,Morning,518,2.93,47,26.3,62
2024-06-13,A,Afternoon,567,3.49,42,28.5,60
2024-06-13,A,Night,476,5.53,21,26.2,58
2024-06-13,B,Morning,461,1.19,50,31.1,60
2024-06-13,B,Afternoon,496,2.28,69,25.1,61
2024-06-13,B,Night,457,2.17,29,27.9,59
2024-06-14,A,Morning,544,3.05,57,26.5,61
2024-06-14,A,Afternoon,525,3.37,47,25.5,61
2024-06-14,A,Night,474,5.96,43,30.0,62
2024-06-14,B,Morning,501,2.28,50,26.7,62
2024-06-14,B,Afternoon,456,2.1,41,26.5,58
2024-06-14,B,Night,471,1.95,34,28.1,57
2024-06-15,A,Morning,523,2.62,47,27.1,63
2024-06-15,A,Afternoon,560,3.51,43,28.3,69
2024-06-15,A,Night,496,6.27,31,29.4,53
2024-06-15,B,Morning,486,1.65,49,27.5,61
2024-06-15,B,Afternoon,494,1.98,60,23.1,63
2024-06-15,B,Night,447,1.9,40,25.7,61
2024-06-16,A,Morning,520,2.48,31,26.2,67
2024-06-16,A,Afternoon,514,3.32,38,25.6,62
2024-06-16,A,Night,495,5.21,38,25.0,54
2024-06-16,B,Morning,462,2.58,41,26.0,54
2024-06-16,B,Afternoon,458,2.24,51,29.2,59
2024-06-16,B,Night,483,1.99,51,26.4,63
2024-06-17,A,Morning,557,3.85,43,28.7,63
2024-06-17,A,Afternoon,504,2.68,55,23.9,59
2024-06-17,A,Night,533,4.54,38,23.2,60
2024-06-17,B,Morning,465,1.75,61,25.1,63
2024-06-17,B,Afternoon,455,1.67,52,25.6,58
2024-06-17,B,Night,504,2.19,36,30.6,58
2024-06-18,A,Morning,495,3.25,28,26.1,66
2024-06-18,A,Afternoon,508,3.92,52,28.0,66
2024-06-18,A,Night,537,8.12,35,29.7,62
2024-06-18,B,Morning,474,1.6,36,28.1,67
